|dates|Acadia_Louisiana_UnitedStates.AverageDailyTemperature.data|Acadia_Louisiana_UnitedStates.AverageDailyTemperature.missing|Acadia_Louisiana_UnitedStates.AverageDewPoint.data|Acadia_Louisiana_UnitedStates.AverageDewPoint.missing|Acadia_Louisiana_UnitedStates.AverageRelativeHumidity.data|Acadia_Louisiana_UnitedStates.AverageRelativeHumidity.missing|Acadia_Louisiana_UnitedStates.AverageSurfaceAirPressure.data|Acadia_Louisiana_UnitedStates.AverageSurfaceAirPressure.missing
0|2021-10-17|61.09375|0|45.270833333333336|0|60.395833333333336|0|30.21104166666666|0
0|2021-10-18|62.166666666666664|0|48.260416666666664|0|65.29166666666667|0|30.12442708333336|0
0|2021-10-19|66.86458333333333|0|59.239583333333336|0|79.15625|0|30.07645833333335|0
0|2021-10-20|72.44791666666667|0|69.71875|0|91.77083333333333|0|30.06708333333332|0
0|2021-10-21|75.67708333333333|0|71.38541666666667|0|88.57291666666667|0|30.073750000000043|0
0|2021-10-22|74.86458333333333|0|68.625|0|83.27083333333333|0|30.019999999999953|0
0|2021-10-23|75.5625|0|71.375|0|88.3125|0|29.947604166666682|0
0|2021-10-24|74.97916666666667|0|69.83333333333333|0|85.54166666666667|0|29.888854166666672|0
0|2021-10-25|75.13541666666667|0|71.63541666666667|0|90.21875|0|29.923854166666672|0
0|2021-10-26|74.17708333333333|0|69.625|0|87.13541666666667|0|29.90093750000001|0
0|2021-10-27|71.83333333333333|0|71.27083333333333|0|98.26041666666667|0|29.65458333333334|0
0|2021-10-28|64.1875|0|45.135416666666664|0|53.427083333333336|0|29.684791666666698|0
0|2021-10-29|59.291666666666664|0|41.447916666666664|0|53.208333333333336|0|29.804895833333322|0
0|2021-10-30|57.604166666666664|0|49.041666666666664|0|77.02083333333333|0|29.891041666666666|0
0|2021-10-31|60.552083333333336|0|47.020833333333336|0|68.70833333333333|0|30.0346875|0
0|2021-11-01|62.28125|0|53.697916666666664|0|77.77083333333333|0|30.16906250000001|0
0|2021-11-02|63.776041666666664|0|55.567708333333336|0|77.80729166666667|0|30.190572916666685|0
0|2021-11-03|58.697916666666664|0|53.1875|0|83.52083333333333|0|30.154270833333342|0
0|2021-11-04|51.395833333333336|0|48.395833333333336|0|90.29166666666667|0|30.168125000000014|0
0|2021-11-05|51.46875|0|43.895833333333336|0|77.34375|0|30.16552083333335|0
0|2021-11-06|50.25|0|48.291666666666664|0|93.54166666666667|0|30.222395833333334|0
0|2021-11-07|53.208333333333336|0|45.927083333333336|0|80.53125|0|30.221874999999983|0
0|2021-11-08|56.604166666666664|0|47.729166666666664|0|77.46875|0|30.24083333333333|0
0|2021-11-09|57.552083333333336|0|50.072916666666664|0|80.08333333333333|0|30.203333333333358|0
0|2021-11-10|65.17708333333333|0|59.395833333333336|0|83.83333333333333|0|30.016666666666648|0
