|dates|Guilford_NorthCarolina_UnitedStates.AverageDailyTemperature.data|Guilford_NorthCarolina_UnitedStates.AverageDailyTemperature.missing|Guilford_NorthCarolina_UnitedStates.AverageDewPoint.data|Guilford_NorthCarolina_UnitedStates.AverageDewPoint.missing|Guilford_NorthCarolina_UnitedStates.AverageRelativeHumidity.data|Guilford_NorthCarolina_UnitedStates.AverageRelativeHumidity.missing|Guilford_NorthCarolina_UnitedStates.AverageSurfaceAirPressure.data|Guilford_NorthCarolina_UnitedStates.AverageSurfaceAirPressure.missing
0|2021-10-17|54.208333333333336|0|36.0|0|52.708333333333336|0|29.073750000000004|0
0|2021-10-18|55.458333333333336|0|38.791666666666664|0|57.25|0|29.125833333333336|0
0|2021-10-19|58.166666666666664|0|41.958333333333336|0|58.583333333333336|0|29.195416666666674|0
0|2021-10-20|60.25|0|43.5|0|60.375|0|29.19874999999999|0
0|2021-10-21|63.333333333333336|0|51.833333333333336|0|68.41666666666667|0|29.085833333333326|0
0|2021-10-22|65.29166666666667|0|54.97222222222222|0|71.2638888888889|0|28.96854166666667|0
0|2021-10-23|58.708333333333336|0|45.375|0|63.75|0|29.031666666666656|0
0|2021-10-24|61.833333333333336|0|50.875|0|69.66666666666667|0|29.11250000000001|0
0|2021-10-25|65.35714285714286|0|60.38690476190476|0|84.5545634920635|0|28.886517857142863|0
0|2021-10-26|57.083333333333336|0|42.916666666666664|0|61.666666666666664|0|28.766250000000003|0
0|2021-10-27|54.708333333333336|0|40.875|0|61.041666666666664|0|28.860416666666662|0
0|2021-10-28|56.229166666666664|0|51.458333333333336|0|85.25|0|28.819333333333333|0
0|2021-10-29|59.52777777777777|0|54.322916666666664|0|83.79513888888889|0|28.528402777777774|0
0|2021-10-30|53.270833333333336|0|47.895833333333336|0|82.25|0|28.60041666666666|0
0|2021-10-31|57.229166666666664|0|46.958333333333336|0|71.52083333333333|0|28.842708333333334|0
0|2021-11-01|54.958333333333336|0|43.916666666666664|0|68.79166666666667|0|29.153333333333336|0
0|2021-11-02|50.583333333333336|0|42.041666666666664|0|73.54166666666667|0|29.212916666666672|0
0|2021-11-03|46.75|0|30.458333333333332|0|54.458333333333336|0|29.292083333333327|0
0|2021-11-04|42.72222222222223|0|33.625|0|70.8888888888889|0|29.269722222222224|0
0|2021-11-05|41.416666666666664|0|30.5|0|67.58333333333333|0|29.304583333333326|0
0|2021-11-06|44.916666666666664|0|31.0|0|59.333333333333336|0|29.24166666666666|0
0|2021-11-07|50.0625|0|31.5|0|51.0|0|29.12125|0
0|2021-11-08|54.208333333333336|0|33.666666666666664|0|48.916666666666664|0|29.211249999999996|0
0|2021-11-09|56.541666666666664|0|39.291666666666664|0|57.583333333333336|0|29.20124999999999|0
0|2021-11-10|59.458333333333336|0|41.125|0|55.25|0|29.142083333333332|0
