|dates|Tompkins_NewYork_UnitedStates.AverageDailyTemperature.data|Tompkins_NewYork_UnitedStates.AverageDailyTemperature.missing|Tompkins_NewYork_UnitedStates.AverageDewPoint.data|Tompkins_NewYork_UnitedStates.AverageDewPoint.missing|Tompkins_NewYork_UnitedStates.AverageRelativeHumidity.data|Tompkins_NewYork_UnitedStates.AverageRelativeHumidity.missing|Tompkins_NewYork_UnitedStates.AverageSurfaceAirPressure.data|Tompkins_NewYork_UnitedStates.AverageSurfaceAirPressure.missing
0|2021-10-17|49.708333333333336|0|41.916666666666664|0|75.45833333333333|0|28.660625000000007|0
0|2021-10-18|45.604166666666664|0|40.708333333333336|0|82.91666666666667|0|28.7475|0
0|2021-10-19|52.979166666666664|0|41.1875|0|66.89583333333333|0|28.838125|0
0|2021-10-20|57.604166666666664|0|49.583333333333336|0|76.60416666666667|0|28.860625000000002|0
0|2021-10-21|58.791666666666664|0|51.75694444444445|0|79.67361111111111|0|28.723472222222227|0
0|2021-10-22|47.5|0|43.194444444444436|0|85.69791666666667|0|28.745138888888892|0
0|2021-10-23|41.15277777777778|0|38.54861111111111|0|91.0625|0|28.824375000000003|0
0|2021-10-24|45.625|0|42.34375|0|89.26041666666667|0|28.904374999999998|0
0|2021-10-25|56.3125|0|52.208333333333336|0|87.77083333333333|0|28.661041666666673|0
0|2021-10-26|51.923611111111114|0|51.71527777777778|0|99.27083333333333|0|28.44808035714286|0
0|2021-10-27|46.49305555555555|0|43.15972222222222|0|88.875|0|28.71504166666666|0
0|2021-10-28|46.583333333333336|0|39.354166666666664|0|78.8125|0|28.751041666666676|0
0|2021-10-29|48.90972222222222|0|40.11111111111111|0|73.38194444444444|0|28.617361111111105|0
0|2021-10-30|48.92361111111111|0|47.263888888888886|0|94.11805555555556|0|28.436250000000012|0
0|2021-10-31|49.9313492063492|0|47.000793650793646|0|90.1388888888889|0|28.465793650793653|0
0|2021-11-01|45.375|0|34.75|0|67.66666666666667|0|28.873958333333345|0
0|2021-11-02|39.645833333333336|0|33.125|0|77.77083333333333|0|28.980625000000003|0
0|2021-11-03|36.416666666666664|0|30.270833333333332|0|79.47916666666667|0|29.05604166666667|0
0|2021-11-04|34.0|0|28.375|0|81.6875|0|29.10979166666667|0
0|2021-11-05|33.25|0|27.75|0|81.77083333333333|0|29.16729166666668|0
0|2021-11-06|35.8125|0|26.3125|0|72.60416666666667|0|29.145416666666666|0
0|2021-11-07|39.770833333333336|0|27.0625|0|65.70833333333333|0|28.994375000000005|0
0|2021-11-08|44.916666666666664|0|36.708333333333336|0|75.27083333333333|0|28.98333333333335|0
0|2021-11-09|49.625|0|43.125|0|79.60416666666667|0|28.91916666666666|0
0|2021-11-10|44.920138888888886|0|37.63888888888889|0|78.36458333333333|0|28.98434027777778|0
0|2021-11-11|46.145833333333336|0|34.479166666666664|0|66.25|0|28.95333333333333|0
0|2021-11-12|49.979166666666664|0|41.916666666666664|0|75.29861111111111|0|28.70027777777778|0
0|2021-11-13|40.416666666666664|0|32.583333333333336|0|74.125|0|28.591250000000002|0
0|2021-11-14|37.0|0|32.513888888888886|0|84.60416666666667|0|28.62319444444444|0
0|2021-11-15|34.90625|0|32.03125|0|89.40972222222223|0|27.444201388888885|0
0|2021-11-16|34.916666666666664|0|27.791666666666668|0|76.64583333333333|0|28.924444444444443|0
0|2021-11-17|40.625|0|33.416666666666664|0|76.25|0|28.924375|0
0|2021-11-18|47.319444444444436|0|40.625|0|78.22916666666667|0|28.777777777777786|0
0|2021-11-19|33.041666666666664|0|26.34375|0|77.625|0|29.078541666666666|0
0|2021-11-20|32.479166666666664|0|24.8125|0|75.10416666666667|0|29.194375000000004|0
0|2021-11-21|40.041666666666664|0|30.472222222222225|0|69.76388888888889|0|28.917708333333326|0
0|2021-11-22|33.510416666666664|0|25.104166666666668|0|72.08333333333333|0|28.727499999999992|0
0|2021-11-23|27.75|0|21.680555555555554|0|78.25694444444444|0|28.89125|0
0|2021-11-24|30.833333333333332|0|21.0625|0|69.35416666666667|0|29.071458333333325|0
