|dates|Macon_Illinois_UnitedStates.AverageDailyTemperature.data|Macon_Illinois_UnitedStates.AverageDailyTemperature.missing|Macon_Illinois_UnitedStates.AverageDewPoint.data|Macon_Illinois_UnitedStates.AverageDewPoint.missing|Macon_Illinois_UnitedStates.AverageRelativeHumidity.data|Macon_Illinois_UnitedStates.AverageRelativeHumidity.missing|Macon_Illinois_UnitedStates.AverageSurfaceAirPressure.data|Macon_Illinois_UnitedStates.AverageSurfaceAirPressure.missing
0|2021-10-17|53.916666666666664|0|41.208333333333336|0|65.70833333333333|0|29.44833333333334|0
0|2021-10-18|57.958333333333336|0|45.791666666666664|0|67.25|0|29.411249999999995|0
0|2021-10-19|57.166666666666664|0|46.0|0|68.70833333333333|0|29.402083333333334|0
0|2021-10-20|62.833333333333336|0|53.291666666666664|0|72.79166666666667|0|29.312500000000004|0
0|2021-10-21|53.614583333333336|0|47.791666666666664|0|80.69791666666667|0|29.282500000000002|0
0|2021-10-22|51.552083333333336|0|45.822916666666664|0|81.85416666666667|0|29.32624999999999|0
0|2021-10-23|50.236111111111114|0|44.041666666666664|0|80.41666666666667|0|29.28458333333333|0
0|2021-10-24|58.496428571428574|0|56.95823412698414|0|94.92708333333333|0|29.059969246031738|0
0|2021-10-25|52.12222222222223|0|48.543055555555554|0|87.78750000000001|0|29.108638888888894|0
0|2021-10-26|46.833333333333336|0|41.958333333333336|0|84.70833333333333|0|29.344999999999988|0
0|2021-10-27|49.375|0|41.75|0|76.83333333333333|0|29.17375|0
0|2021-10-28|50.02430555555555|0|49.420138888888886|0|97.875|0|28.78673611111111|0
0|2021-10-29|53.756944444444436|0|53.444444444444436|0|98.875|0|28.83256944444444|0
0|2021-10-30|52.32638888888889|0|49.256944444444436|0|89.50694444444446|0|28.990902777777787|0
0|2021-10-31|47.5|0|42.1875|0|83.35416666666667|0|29.300520833333334|0
0|2021-11-01|40.0|0|32.958333333333336|0|76.41666666666667|0|29.607083333333332|0
