|dates|KitCarson_Colorado_UnitedStates.AverageDailyTemperature.data|KitCarson_Colorado_UnitedStates.AverageDailyTemperature.missing|KitCarson_Colorado_UnitedStates.AverageDewPoint.data|KitCarson_Colorado_UnitedStates.AverageDewPoint.missing|KitCarson_Colorado_UnitedStates.AverageRelativeHumidity.data|KitCarson_Colorado_UnitedStates.AverageRelativeHumidity.missing|KitCarson_Colorado_UnitedStates.AverageSurfaceAirPressure.data|KitCarson_Colorado_UnitedStates.AverageSurfaceAirPressure.missing
0|2021-10-17|54.958333333333336|0|24.666666666666668|0|36.666666666666664|0|25.835000000000004|0
0|2021-10-18|56.604166666666664|0|27.375|0|40.479166666666664|0|25.568958333333327|0
0|2021-10-19|55.520833333333336|0|33.541666666666664|0|49.083333333333336|0|25.577916666666663|0
0|2021-10-20|45.0625|0|30.583333333333332|0|60.145833333333336|0|25.87437499999999|0
0|2021-10-21|47.9375|0|28.541666666666668|0|51.875|0|25.91666666666666|0
0|2021-10-22|56.416666666666664|0|26.291666666666668|0|35.916666666666664|0|25.73875|0
0|2021-10-23|50.21875|0|39.09027777777778|0|68.01041666666667|0|25.506875000000004|0
0|2021-10-24|51.75555555555555|0|34.56388888888889|0|58.19166666666666|0|25.60952777777778|0
0|2021-10-25|51.916666666666664|0|37.041666666666664|0|59.166666666666664|0|25.642499999999995|0
0|2021-10-26|59.5|0|35.729166666666664|0|51.0|0|25.35291666666667|0
0|2021-10-27|48.083333333333336|0|27.125|0|48.6875|0|25.5925|0
0|2021-10-28|47.666666666666664|0|21.291666666666668|0|37.125|0|25.837916666666658|0
0|2021-10-29|48.041666666666664|0|26.583333333333332|0|46.583333333333336|0|25.817500000000006|0
0|2021-10-30|52.375|0|30.833333333333332|0|46.916666666666664|0|25.716250000000002|0
0|2021-10-31|38.041666666666664|0|26.833333333333332|0|66.04166666666667|0|25.945416666666674|0
0|2021-11-01|36.3125|0|26.145833333333332|0|67.33333333333333|0|25.964375|0
0|2021-11-02|36.71527777777778|0|29.760416666666668|0|76.22222222222223|0|25.9748263888889|0
0|2021-11-03|42.333333333333336|0|26.409722222222225|0|59.55555555555555|0|25.93124999999999|0
0|2021-11-04|49.25|0|25.708333333333332|0|44.333333333333336|0|25.813333333333333|0
0|2021-11-05|54.708333333333336|0|26.82638888888889|0|39.23611111111111|0|25.757013888888878|0
0|2021-11-06|53.875|0|24.527777777777775|0|38.333333333333336|0|25.76194444444444|0
0|2021-11-07|58.604166666666664|0|18.229166666666668|0|24.875|0|25.684375000000014|0
0|2021-11-08|43.625|0|28.875|0|57.833333333333336|0|25.855833333333333|0
0|2021-11-09|41.916666666666664|0|31.208333333333332|0|67.875|0|25.825833333333335|0
0|2021-11-10|43.875|0|29.708333333333332|0|61.208333333333336|0|25.659166666666664|0
0|2021-11-11|39.385416666666664|0|19.416666666666668|0|49.84375|0|25.807604166666664|0
0|2021-11-12|36.666666666666664|0|14.0|0|41.0|0|25.917083333333338|0
0|2021-11-13|50.0|0|25.416666666666668|0|41.125|0|25.790833333333328|0
0|2021-11-14|44.5|0|24.083333333333332|0|49.541666666666664|0|25.821250000000003|0
0|2021-11-15|56.541666666666664|0|22.166666666666668|0|32.166666666666664|0|25.742083333333337|0
0|2021-11-16|51.541666666666664|0|24.916666666666668|0|36.041666666666664|0|25.522916666666664|0
0|2021-11-17|29.6875|0|6.604166666666667|0|39.479166666666664|0|25.932916666666667|0
0|2021-11-18|33.666666666666664|0|8.541666666666666|0|38.25|0|25.969999999999995|0
0|2021-11-19|44.0|0|11.083333333333334|0|29.25|0|25.71333333333334|0
0|2021-11-20|43.083333333333336|0|19.0|0|40.041666666666664|0|25.789999999999992|0
0|2021-11-21|39.208333333333336|0|22.291666666666668|0|54.541666666666664|0|26.010000000000005|0
0|2021-11-22|44.916666666666664|0|12.875|0|33.25|0|25.894166666666667|0
0|2021-11-23|49.4375|0|10.875|0|23.75|0|25.522499999999997|0
0|2021-11-24|41.020833333333336|0|15.875|0|39.854166666666664|0|25.76895833333333|0
0|2021-11-25|34.875|0|11.833333333333334|0|45.125|0|26.019999999999996|0
0|2021-11-26|48.208333333333336|0|15.527777777777777|0|29.777777777777782|0|25.78583333333334|0
0|2021-11-27|42.791666666666664|0|19.708333333333332|0|42.0|0|25.87333333333334|0
0|2021-11-28|43.833333333333336|0|22.166666666666668|0|47.416666666666664|0|25.878750000000007|0
0|2021-11-29|51.333333333333336|0|23.291666666666668|0|37.166666666666664|0|25.796249999999986|0
0|2021-11-30|46.0|0|24.666666666666668|0|44.541666666666664|0|25.823958333333326|0
