|dates|NewportNews_Virginia_UnitedStates.AverageDailyTemperature.data|NewportNews_Virginia_UnitedStates.AverageDailyTemperature.missing|NewportNews_Virginia_UnitedStates.AverageDewPoint.data|NewportNews_Virginia_UnitedStates.AverageDewPoint.missing|NewportNews_Virginia_UnitedStates.AverageRelativeHumidity.data|NewportNews_Virginia_UnitedStates.AverageRelativeHumidity.missing|NewportNews_Virginia_UnitedStates.AverageSurfaceAirPressure.data|NewportNews_Virginia_UnitedStates.AverageSurfaceAirPressure.missing
0|2021-10-17|60.31944444444445|0|37.06944444444444|0|42.76388888888889|0|29.95625|0
0|2021-10-18|60.125|0|34.625|0|39.791666666666664|0|30.009166666666662|0
0|2021-10-19|60.666666666666664|0|38.541666666666664|0|46.208333333333336|0|30.12625000000001|0
0|2021-10-20|62.354166666666664|0|42.083333333333336|0|49.625|0|30.13208333333334|0
0|2021-10-21|65.66666666666667|0|45.166666666666664|0|49.125|0|30.023333333333344|0
0|2021-10-22|66.2638888888889|0|52.16041666666666|0|60.291666666666664|0|29.91281249999999|0
0|2021-10-23|60.958333333333336|0|46.791666666666664|0|61.020833333333336|0|29.96416666666666|0
0|2021-10-24|65.52083333333333|0|47.166666666666664|0|53.479166666666664|0|30.10333333333335|0
0|2021-10-25|68.0|0|56.006944444444436|0|65.77777777777779|0|29.873819444444436|0
0|2021-10-26|63.47361111111112|0|45.19097222222223|0|53.135416666666664|0|29.567333333333327|0
0|2021-10-27|61.145833333333336|0|41.927083333333336|0|50.0|0|29.72666666666667|0
0|2021-10-28|61.229166666666664|0|46.28125|0|58.375|0|29.855208333333334|0
0|2021-10-29|65.46354166666667|0|54.35342261904762|0|67.6828869047619|0|29.528642857142845|0
0|2021-10-30|59.166666666666664|0|42.208333333333336|0|54.083333333333336|0|29.562083333333334|0
0|2021-10-31|59.8125|0|43.958333333333336|0|57.104166666666664|0|29.733333333333334|0
0|2021-11-01|56.583333333333336|0|41.375|0|58.625|0|30.10875|0
0|2021-11-02|53.1875|0|39.802083333333336|0|61.104166666666664|0|30.187812500000007|0
0|2021-11-03|48.958333333333336|0|27.208333333333332|0|45.375|0|30.283749999999984|0
0|2021-11-04|48.635416666666664|0|28.270833333333332|0|45.243055555555564|0|30.254479166666684|0
0|2021-11-05|47.583333333333336|0|24.958333333333332|0|43.291666666666664|0|30.293750000000006|0
0|2021-11-06|50.78125|0|33.923611111111114|0|52.791666666666664|0|30.23208333333332|0
0|2021-11-07|51.416666666666664|0|33.75|0|51.4375|0|30.06979166666666|0
0|2021-11-08|54.416666666666664|0|33.583333333333336|0|47.416666666666664|0|30.12249999999999|0
0|2021-11-09|56.40625|0|38.895833333333336|0|55.5|0|30.13947916666668|0
