|dates|Missoula_Montana_UnitedStates.JHU_ConfirmedCases.data|Missoula_Montana_UnitedStates.JHU_ConfirmedCases.missing|Missoula_Montana_UnitedStates.NYT_ConfirmedCases.data|Missoula_Montana_UnitedStates.NYT_ConfirmedCases.missing|Missoula_Montana_UnitedStates.JHU_ConfirmedDeaths.data|Missoula_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|Missoula_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|Missoula_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|15183.0|0|15183.0|0|140.0|0|0.0|100
0|2021-10-18|15308.0|0|15308.0|0|145.0|0|0.0|100
0|2021-10-19|15418.0|0|15418.0|0|153.0|0|0.0|100
0|2021-10-20|15549.0|0|15549.0|0|156.0|0|0.0|100
0|2021-10-21|15642.0|0|15642.0|0|157.0|0|0.0|100
0|2021-10-22|15744.0|0|15744.0|0|158.0|0|0.0|100
0|2021-10-23|15744.0|0|15744.0|0|158.0|0|0.0|100
0|2021-10-24|15744.0|0|15744.0|0|158.0|0|0.0|100
0|2021-10-25|15894.0|0|15894.0|0|159.0|0|0.0|100
0|2021-10-26|15981.0|0|15981.0|0|162.0|0|0.0|100
0|2021-10-27|16059.0|0|16059.0|0|162.0|0|0.0|100
0|2021-10-28|16154.0|0|16154.0|0|162.0|0|0.0|100
0|2021-10-29|16260.0|0|16260.0|0|162.0|0|0.0|100
0|2021-10-30|16260.0|0|16260.0|0|162.0|0|0.0|100
0|2021-10-31|16260.0|0|16260.0|0|162.0|0|0.0|100
0|2021-11-01|16346.0|0|16346.0|0|163.0|0|0.0|100
0|2021-11-02|16435.0|0|16435.0|0|164.0|0|0.0|100
0|2021-11-03|16516.0|0|16516.0|0|164.0|0|0.0|100
0|2021-11-04|16573.0|0|16573.0|0|164.0|0|0.0|100
0|2021-11-05|16637.0|0|16637.0|0|164.0|0|0.0|100
0|2021-11-06|16637.0|0|16637.0|0|164.0|0|0.0|100
0|2021-11-07|16637.0|0|16637.0|0|164.0|0|0.0|100
0|2021-11-08|16727.0|0|16727.0|0|165.0|0|0.0|100
0|2021-11-09|16779.0|0|16779.0|0|165.0|0|0.0|100
0|2021-11-10|16841.0|0|16841.0|0|167.0|0|0.0|100
0|2021-11-11|16841.0|0|16841.0|0|167.0|0|0.0|100
0|2021-11-12|16951.0|0|16951.0|0|170.0|0|0.0|100
0|2021-11-13|16951.0|0|16951.0|0|170.0|0|0.0|100
0|2021-11-14|16951.0|0|16951.0|0|170.0|0|0.0|100
0|2021-11-15|17026.0|0|17026.0|0|170.0|0|0.0|100
0|2021-11-16|17090.0|0|17090.0|0|172.0|0|0.0|100
0|2021-11-17|17120.0|0|17120.0|0|172.0|0|0.0|100
0|2021-11-18|17157.0|0|17157.0|0|174.0|0|0.0|100
0|2021-11-19|17209.0|0|17209.0|0|176.0|0|0.0|100
0|2021-11-20|17209.0|0|17209.0|0|176.0|0|0.0|100
0|2021-11-21|17209.0|0|17209.0|0|176.0|0|0.0|100
0|2021-11-22|17242.0|0|17242.0|0|176.0|0|0.0|100
0|2021-11-23|17278.0|0|17278.0|0|177.0|0|0.0|100
0|2021-11-24|17311.0|0|17311.0|0|177.0|0|0.0|100
0|2021-11-25|17311.0|0|17311.0|0|177.0|0|0.0|100
0|2021-11-26|17355.0|0|17355.0|0|179.0|0|0.0|100
0|2021-11-27|17355.0|0|17355.0|0|179.0|0|0.0|100
0|2021-11-28|17355.0|0|17355.0|0|179.0|0|0.0|100
0|2021-11-29|17395.0|0|17395.0|0|180.0|0|0.0|100
0|2021-11-30|17429.0|0|17429.0|0|185.0|0|0.0|100
0|2021-12-01|17463.0|0|17463.0|0|187.0|0|0.0|100
0|2021-12-02|17473.0|0|17473.0|0|188.0|0|0.0|100
0|2021-12-03|17491.0|0|17491.0|0|188.0|0|0.0|100
0|2021-12-04|17491.0|0|17491.0|0|188.0|0|0.0|100
0|2021-12-05|17491.0|0|17491.0|0|188.0|0|0.0|100
0|2021-12-06|17519.0|0|17519.0|0|188.0|0|0.0|100
0|2021-12-07|17541.0|0|17541.0|0|189.0|0|0.0|100
0|2021-12-08|17566.0|0|17566.0|0|189.0|0|0.0|100
0|2021-12-09|17581.0|0|17581.0|0|189.0|0|0.0|100
0|2021-12-10|17592.0|0|17592.0|0|189.0|0|0.0|100
0|2021-12-11|17592.0|0|17592.0|0|189.0|0|0.0|100
0|2021-12-12|17592.0|0|17592.0|0|189.0|0|0.0|100
0|2021-12-13|17625.0|0|17625.0|0|190.0|0|0.0|100
0|2021-12-14|17625.0|0|17642.0|0|190.0|0|0.0|100
0|2021-12-15|17662.0|0|17662.0|0|190.0|0|0.0|100
0|2021-12-16|17681.0|0|17681.0|0|191.0|0|0.0|100
0|2021-12-17|17700.0|0|17700.0|0|191.0|0|0.0|100
0|2021-12-18|17700.0|0|17700.0|0|191.0|0|0.0|100
0|2021-12-19|17700.0|0|17700.0|0|191.0|0|0.0|100
0|2021-12-20|17720.0|0|17720.0|0|191.0|0|0.0|100
0|2021-12-21|17747.0|0|17747.0|0|191.0|0|0.0|100
0|2021-12-22|17762.0|0|17762.0|0|191.0|0|0.0|100
0|2021-12-23|17790.0|0|17790.0|0|191.0|0|0.0|100
0|2021-12-24|17790.0|0|17790.0|0|191.0|0|0.0|100
0|2021-12-25|17790.0|0|17790.0|0|191.0|0|0.0|100
0|2021-12-26|17790.0|0|17790.0|0|191.0|0|0.0|100
0|2021-12-27|17869.0|0|17869.0|0|191.0|0|0.0|100
0|2021-12-28|17934.0|0|17934.0|0|192.0|0|0.0|100
0|2021-12-29|18012.0|0|18012.0|0|192.0|0|0.0|100
0|2021-12-30|18124.0|0|18124.0|0|192.0|0|0.0|100
0|2021-12-31|18124.0|0|18124.0|0|192.0|0|0.0|100
0|2022-01-01|18124.0|0|18124.0|0|192.0|0|0.0|100
0|2022-01-02|18124.0|0|18124.0|0|192.0|0|0.0|100
0|2022-01-03|18316.0|0|18316.0|0|192.0|0|0.0|100
0|2022-01-04|18421.0|0|18421.0|0|192.0|0|0.0|100
0|2022-01-05|18557.0|0|18557.0|0|192.0|0|0.0|100
0|2022-01-06|18746.0|0|18746.0|0|192.0|0|0.0|100
0|2022-01-07|18985.0|0|18985.0|0|192.0|0|0.0|100
0|2022-01-08|18985.0|0|18985.0|0|192.0|0|0.0|100
0|2022-01-09|18985.0|0|18985.0|0|192.0|0|0.0|100
0|2022-01-10|19282.0|0|19282.0|0|193.0|0|0.0|100
0|2022-01-11|19481.0|0|19481.0|0|193.0|0|0.0|100
0|2022-01-12|19710.0|0|19710.0|0|193.0|0|0.0|100
0|2022-01-13|19710.0|0|19962.0|0|193.0|0|0.0|100
0|2022-01-14|20163.0|0|20163.0|0|193.0|0|0.0|100
0|2022-01-15|20163.0|0|20163.0|0|193.0|0|0.0|100
0|2022-01-16|20163.0|0|20163.0|0|193.0|0|0.0|100
0|2022-01-17|20163.0|0|0.0|100|193.0|0|0.0|100
