|dates|Barber_Kansas_UnitedStates.AverageDailyTemperature.data|Barber_Kansas_UnitedStates.AverageDailyTemperature.missing|Barber_Kansas_UnitedStates.AverageDewPoint.data|Barber_Kansas_UnitedStates.AverageDewPoint.missing|Barber_Kansas_UnitedStates.AverageRelativeHumidity.data|Barber_Kansas_UnitedStates.AverageRelativeHumidity.missing|Barber_Kansas_UnitedStates.AverageSurfaceAirPressure.data|Barber_Kansas_UnitedStates.AverageSurfaceAirPressure.missing
0|2021-10-17|57.458333333333336|0|39.791666666666664|0|55.833333333333336|0|28.540416666666683|0
0|2021-10-18|59.791666666666664|0|40.708333333333336|0|51.333333333333336|0|28.359999999999996|0
0|2021-10-19|62.9375|0|50.333333333333336|0|64.70833333333333|0|28.243333333333336|0
0|2021-10-20|58.25|0|41.916666666666664|0|57.833333333333336|0|28.447916666666668|0
0|2021-10-21|52.666666666666664|0|38.458333333333336|0|62.166666666666664|0|28.56666666666666|0
0|2021-10-22|58.583333333333336|0|46.666666666666664|0|66.54166666666667|0|28.375833333333333|0
0|2021-10-23|70.625|0|58.375|0|67.45833333333333|0|28.075416666666673|0
0|2021-10-24|65.85416666666667|0|50.958333333333336|0|60.541666666666664|0|28.104375|0
0|2021-10-25|51.833333333333336|0|43.375|0|73.625|0|28.372500000000002|0
0|2021-10-26|61.875|0|55.395833333333336|0|79.72916666666667|0|28.07479166666666|0
0|2021-10-27|54.791666666666664|0|46.416666666666664|0|74.20833333333333|0|27.985|0
0|2021-10-28|56.625|0|30.0|0|38.125|0|28.21291666666667|0
0|2021-10-29|52.375|0|26.458333333333332|0|39.791666666666664|0|28.39375|0
0|2021-10-30|51.833333333333336|0|34.416666666666664|0|56.333333333333336|0|28.28291666666666|0
0|2021-10-31|50.458333333333336|0|34.958333333333336|0|57.708333333333336|0|28.56|0
0|2021-11-01|44.708333333333336|0|31.166666666666668|0|59.791666666666664|0|28.6775|0
0|2021-11-02|40.125|0|33.583333333333336|0|77.70833333333333|0|28.749583333333344|0
0|2021-11-03|42.041666666666664|0|36.5|0|80.75|0|28.697083333333328|0
0|2021-11-04|47.416666666666664|0|40.708333333333336|0|78.0|0|28.58416666666666|0
0|2021-11-05|47.916666666666664|0|41.791666666666664|0|79.95833333333333|0|28.50125000000001|0
0|2021-11-06|52.041666666666664|0|43.458333333333336|0|73.66666666666667|0|28.491666666666674|0
0|2021-11-07|59.9375|0|44.8125|0|62.125|0|28.35000000000001|0
0|2021-11-08|58.458333333333336|0|45.208333333333336|0|65.83333333333333|0|28.390833333333337|0
0|2021-11-09|52.916666666666664|0|42.875|0|70.29166666666667|0|28.471249999999998|0
0|2021-11-10|50.208333333333336|0|44.625|0|81.375|0|28.222916666666663|0
0|2021-11-11|46.75|0|28.041666666666668|0|54.583333333333336|0|28.425833333333333|0
0|2021-11-12|42.916666666666664|0|21.958333333333332|0|46.833333333333336|0|28.56083333333333|0
0|2021-11-13|41.916666666666664|0|24.604166666666668|0|53.9375|0|28.46208333333334|0
0|2021-11-14|49.229166666666664|0|30.4375|0|52.125|0|28.494166666666672|0
0|2021-11-15|53.791666666666664|0|35.458333333333336|0|54.208333333333336|0|28.355|0
0|2021-11-16|54.666666666666664|0|41.416666666666664|0|63.083333333333336|0|28.100416666666664|0
0|2021-11-17|46.75|0|21.0625|0|39.354166666666664|0|28.44604166666667|0
0|2021-11-18|38.875|0|13.458333333333334|0|39.458333333333336|0|28.816249999999997|0
0|2021-11-19|44.041666666666664|0|20.041666666666668|0|40.3125|0|28.525208333333325|0
0|2021-11-20|45.791666666666664|0|31.270833333333332|0|57.958333333333336|0|28.368541666666662|0
0|2021-11-21|46.645833333333336|0|28.479166666666668|0|52.229166666666664|0|28.618541666666676|0
0|2021-11-22|42.5|0|24.833333333333332|0|55.5|0|28.586666666666662|0
0|2021-11-23|52.041666666666664|0|28.541666666666668|0|44.625|0|28.275416666666672|0
0|2021-11-24|53.625|0|31.708333333333332|0|44.291666666666664|0|28.235416666666666|0
0|2021-11-25|37.208333333333336|0|21.583333333333332|0|55.5|0|28.771666666666672|0
0|2021-11-26|45.083333333333336|0|22.625|0|46.083333333333336|0|28.468333333333337|0
0|2021-11-27|48.0|0|25.416666666666668|0|46.041666666666664|0|28.393333333333334|0
0|2021-11-28|43.791666666666664|0|28.125|0|56.083333333333336|0|28.580000000000002|0
0|2021-11-29|53.583333333333336|0|30.5|0|48.708333333333336|0|28.378333333333334|0
0|2021-11-30|51.291666666666664|0|34.416666666666664|0|54.666666666666664|0|28.40125|0
0|2021-12-01|51.291666666666664|0|34.416666666666664|0|54.666666666666664|0|28.40125|0
0|2021-12-02|53.8125|0|32.520833333333336|0|51.583333333333336|0|28.361250000000002|0
0|2021-12-03|52.145833333333336|0|35.104166666666664|0|53.958333333333336|0|28.354375|0
0|2021-12-04|48.208333333333336|0|35.0|0|62.166666666666664|0|28.46875|0
0|2021-12-05|50.0|0|34.666666666666664|0|60.166666666666664|0|28.193750000000005|0
0|2021-12-06|33.583333333333336|0|14.25|0|46.166666666666664|0|28.637916666666666|0
0|2021-12-07|33.666666666666664|0|17.625|0|52.958333333333336|0|28.375833333333336|0
0|2021-12-08|38.833333333333336|0|24.125|0|59.333333333333336|0|28.222500000000007|0
0|2021-12-09|53.333333333333336|0|28.708333333333332|0|42.708333333333336|0|28.046249999999997|0
0|2021-12-10|47.541666666666664|0|28.5625|0|50.708333333333336|0|27.954791666666665|0
0|2021-12-11|35.5|0|15.333333333333334|0|49.729166666666664|0|28.496458333333333|0
0|2021-12-12|42.125|0|17.0|0|39.375|0|28.365833333333338|0
0|2021-12-13|47.0625|0|26.854166666666668|0|47.354166666666664|0|28.375624999999996|0
