|dates|Bowie_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bowie_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bowie_Texas_UnitedStates.Male_Total_Population.data|Bowie_Texas_UnitedStates.Male_Total_Population.missing|Bowie_Texas_UnitedStates.Female_Total_Population.data|Bowie_Texas_UnitedStates.Female_Total_Population.missing|Bowie_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Bowie_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2022-01-03|15605.0|0|47473.0|0|46851.0|0|22392.0|0
0|2022-01-04|15605.0|0|47473.0|0|46851.0|0|22392.0|0
0|2022-01-05|15605.0|0|47473.0|0|46851.0|0|22392.0|0
0|2022-01-06|15605.0|0|47473.0|0|46851.0|0|22392.0|0
0|2022-01-07|15605.0|0|47473.0|0|46851.0|0|22392.0|0
0|2022-01-08|15605.0|0|47473.0|0|46851.0|0|22392.0|0
0|2022-01-09|15605.0|0|47473.0|0|46851.0|0|22392.0|0
0|2022-01-10|15605.0|0|47473.0|0|46851.0|0|22392.0|0
0|2022-01-11|15605.0|0|47473.0|0|46851.0|0|22392.0|0
0|2022-01-12|15605.0|0|47473.0|0|46851.0|0|22392.0|0
0|2022-01-13|15605.0|0|47473.0|0|46851.0|0|22392.0|0
0|2022-01-14|15605.0|0|47473.0|0|46851.0|0|22392.0|0
0|2022-01-15|15605.0|0|47473.0|0|46851.0|0|22392.0|0
0|2022-01-16|15605.0|0|47473.0|0|46851.0|0|22392.0|0
0|2022-01-17|15605.0|0|47473.0|0|46851.0|0|22392.0|0
