|dates|Noble_Ohio_UnitedStates.AveragePrecipitationTotal.data|Noble_Ohio_UnitedStates.AveragePrecipitationTotal.missing|Noble_Ohio_UnitedStates.AveragePrecipitation.data|Noble_Ohio_UnitedStates.AveragePrecipitation.missing|Noble_Ohio_UnitedStates.AverageWindDirection.data|Noble_Ohio_UnitedStates.AverageWindDirection.missing|Noble_Ohio_UnitedStates.AverageWindSpeed.data|Noble_Ohio_UnitedStates.AverageWindSpeed.missing
0|2021-10-17|0.0|0|0.0|0|242.5|0|7.458333333333333|0
0|2021-10-18|0.0|0|0.0|0|211.25|0|5.083333333333333|0
0|2021-10-19|0.0|0|0.0|0|79.16666666666667|0|2.1666666666666665|0
0|2021-10-20|0.0|0|0.0|0|117.08333333333333|0|3.25|0
0|2021-10-21|0.0|0|0.006250000000000001|0|210.0|0|8.982638888888888|0
0|2021-10-22|0.006666666666666667|0|0.0004166666666666667|0|212.01388888888889|0|4.284722222222222|0
0|2021-10-23|0.0033333333333333335|0|0.007881944444444443|0|142.43055555555554|0|3.6770833333333335|0
0|2021-10-24|0.00125|0|0.012738095238095238|0|113.2440476190476|0|4.484126984126985|0
0|2021-10-25|0.014166666666666668|0|0.013541666666666667|0|198.4375|0|10.645833333333334|0
0|2021-10-26|0.02125|0|0.0005555555555555556|0|317.77777777777777|0|11.25|0
0|2021-10-27|0.0|0|0.0|0|148.125|0|3.2916666666666665|0
0|2021-10-28|0.0|0|0.020625|0|110.97222222222221|0|7.815972222222221|0
0|2021-10-29|0.019791666666666666|0|0.01659722222222222|0|103.5763888888889|0|8.8125|0
0|2021-10-30|0.001875|0|0.0004166666666666667|0|139.23611111111111|0|4.930555555555555|0
0|2021-10-31|0.0008333333333333334|0|0.0005555555555555556|0|264.72222222222223|0|7.868055555555556|0
0|2021-11-01|0.0004166666666666667|0|0.0|0|232.08333333333334|0|5.166666666666667|0
0|2021-11-02|0.0|0|0.0|0|259.5833333333333|0|5.791666666666667|0
0|2021-11-03|0.0|0|0.0|0|61.25|0|1.4166666666666667|0
0|2021-11-04|0.0|0|0.0|0|54.166666666666664|0|1.5416666666666667|0
0|2021-11-05|0.0|0|0.0|0|11.25|0|0.9583333333333334|0
0|2021-11-06|0.0|0|0.0|0|28.75|0|0.5833333333333334|0
0|2021-11-07|0.0|0|0.0|0|47.5|0|1.4583333333333333|0
0|2021-11-08|0.0|0|0.0|0|96.66666666666667|0|3.625|0
0|2021-11-09|0.0|0|0.0|0|95.41666666666667|0|2.7083333333333335|0
0|2021-11-10|0.0|0|0.0|0|102.97222222222221|0|3.4|0
0|2021-11-11|0.0|0|0.017916666666666668|0|139.7222222222222|0|7.861111111111112|0
0|2021-11-12|0.020833333333333332|0|0.0008333333333333334|0|219.23611111111111|0|9.243055555555555|0
0|2021-11-13|0.0020833333333333333|0|0.0010416666666666667|0|250.97222222222226|0|9.38888888888889|0
0|2021-11-14|0.0|0|0.005943452380952382|0|211.27876984126985|0|9.005158730158731|0
0|2021-11-15|0.004583333333333333|0|0.0|0|240.48611111111111|0|8.29861111111111|0
0|2021-11-16|0.0|0|0.0|0|63.541666666666664|0|2.5208333333333335|0
0|2021-11-17|0.0|0|0.0|0|179.02777777777774|0|10.444444444444445|0
0|2021-11-18|0.0005555555555555556|0|0.005920138888888889|0|252.72569444444446|0|9.696180555555555|0
0|2021-11-19|0.009166666666666667|0|0.0|0|172.91666666666666|0|5.041666666666667|0
0|2021-11-20|0.0|0|0.0|0|130.41666666666666|0|4.916666666666667|0
0|2021-11-21|0.0|0|0.008263888888888888|0|157.43055555555554|0|4.4444444444444455|0
0|2021-11-22|0.009583333333333334|0|0.0|0|285.0|0|8.020833333333334|0
0|2021-11-23|0.0|0|0.0|0|216.25|0|5.375|0
0|2021-11-24|0.0|0|0.0|0|120.0|0|5.583333333333333|0
