|dates|KenaiPeninsula_Alaska_UnitedStates.AverageDailyTemperature.data|KenaiPeninsula_Alaska_UnitedStates.AverageDailyTemperature.missing|KenaiPeninsula_Alaska_UnitedStates.AverageDewPoint.data|KenaiPeninsula_Alaska_UnitedStates.AverageDewPoint.missing|KenaiPeninsula_Alaska_UnitedStates.AverageRelativeHumidity.data|KenaiPeninsula_Alaska_UnitedStates.AverageRelativeHumidity.missing|KenaiPeninsula_Alaska_UnitedStates.AverageSurfaceAirPressure.data|KenaiPeninsula_Alaska_UnitedStates.AverageSurfaceAirPressure.missing
0|2021-10-17|34.833333333333336|0|29.75|0|82.875|0|29.341874999999998|0
0|2021-10-18|38.083333333333336|0|28.0|0|67.66666666666667|0|29.499583333333337|0
0|2021-10-19|37.479166666666664|0|31.354166666666668|0|79.33333333333333|0|29.128333333333334|0
0|2021-10-20|37.98263888888889|0|36.24305555555555|0|93.70833333333333|0|29.197395833333335|0
0|2021-10-21|39.0625|0|36.80555555555556|0|92.0625|0|29.22708333333333|0
0|2021-10-22|32.96180555555556|0|31.614583333333332|0|94.90277777777777|0|28.818020833333335|0
0|2021-10-23|36.791666666666664|0|31.625|0|83.125|0|28.9225|0
0|2021-10-24|38.104166666666664|0|34.416666666666664|0|87.41666666666667|0|29.253749999999997|0
0|2021-10-25|33.42916666666667|0|31.15198412698413|0|91.84285714285714|0|29.011073412698423|0
0|2021-10-26|28.708333333333332|0|25.25|0|88.125|0|29.14041666666667|0
0|2021-10-27|27.791666666666668|0|23.3125|0|84.625|0|29.37500000000001|0
0|2021-10-28|30.684027777777775|0|27.805555555555557|0|89.20069444444444|0|29.452937499999994|0
0|2021-10-29|25.815277777777776|0|23.969444444444445|0|92.78472222222221|0|29.63394444444444|0
0|2021-10-30|40.3125|0|36.6875|0|87.02083333333333|0|29.399791666666673|0
0|2021-10-31|39.416666666666664|0|36.083333333333336|0|88.125|0|29.347916666666663|0
0|2021-11-01|38.916666666666664|0|35.548611111111114|0|88.21527777777779|0|29.39541666666665|0
0|2021-11-02|37.826388888888886|0|35.3125|0|92.1875|0|29.326875000000005|0
