|dates|EauClaire_Wisconsin_UnitedStates.AveragePrecipitationTotal.data|EauClaire_Wisconsin_UnitedStates.AveragePrecipitationTotal.missing|EauClaire_Wisconsin_UnitedStates.AveragePrecipitation.data|EauClaire_Wisconsin_UnitedStates.AveragePrecipitation.missing|EauClaire_Wisconsin_UnitedStates.AverageWindDirection.data|EauClaire_Wisconsin_UnitedStates.AverageWindDirection.missing|EauClaire_Wisconsin_UnitedStates.AverageWindSpeed.data|EauClaire_Wisconsin_UnitedStates.AverageWindSpeed.missing
0|2021-10-17|0.0|0|0.0|0|152.5|0|4.083333333333333|0
0|2021-10-18|0.0|0|0.0|0|107.91666666666667|0|5.166666666666667|0
0|2021-10-19|0.0|0|0.0|0|96.66666666666667|0|4.166666666666667|0
0|2021-10-20|0.0|0|0.011562499999999998|0|45.069444444444436|0|6.0555555555555545|0
0|2021-10-21|0.006111111111111111|0|0.0|0|190.06944444444446|0|8.625|0
0|2021-10-22|0.0|0|0.0|0|72.08333333333333|0|2.0833333333333335|0
0|2021-10-23|0.0|0|0.0|0|25.208333333333332|0|0.8541666666666666|0
0|2021-10-24|0.0|0|0.0|0|48.47222222222223|0|6.847222222222222|0
0|2021-10-25|0.0|0|0.0|0|40.0|0|7.375|0
0|2021-10-26|0.0|0|0.0|0|77.08333333333333|0|6.916666666666667|0
0|2021-10-27|0.0004166666666666667|0|0.0004166666666666667|0|118.75|0|11.666666666666666|0
0|2021-10-28|0.0|0|0.0008333333333333334|0|111.73611111111113|0|6.715277777777778|0
0|2021-10-29|0.0008333333333333334|0|0.0|0|154.16666666666666|0|9.118055555555555|0
0|2021-10-30|0.0|0|0.0|0|148.95833333333334|0|4.416666666666667|0
0|2021-10-31|0.0|0|0.0|0|301.0416666666667|0|11.125|0
0|2021-11-01|0.0|0|0.0|0|267.0833333333333|0|9.083333333333334|0
0|2021-11-02|0.0|0|0.0|0|290.4166666666667|0|7.916666666666667|0
0|2021-11-03|0.0|0|0.0|0|96.25|0|2.8333333333333335|0
0|2021-11-04|0.0|0|0.0|0|106.25|0|3.4583333333333335|0
0|2021-11-05|0.0|0|0.0|0|181.25|0|13.0|0
0|2021-11-06|0.0|0|0.0|0|179.58333333333334|0|8.041666666666666|0
0|2021-11-07|0.0|0|0.0|0|76.04166666666667|0|3.6041666666666665|0
0|2021-11-08|0.0|0|0.0|0|189.9107142857143|0|4.311805555555556|0
0|2021-11-09|0.0|0|0.0|0|63.333333333333336|0|1.25|0
0|2021-11-10|0.0|0|0.023402777777777776|0|80.69444444444444|0|9.4375|0
0|2021-11-11|0.0|0|0.01795833333333333|0|223.63888888888889|0|12.230555555555556|0
0|2021-11-12|0.0036111111111111114|0|0.0011666666666666668|0|233.0972222222222|0|8.668055555555556|0
0|2021-11-13|0.00125|0|0.0010069444444444444|0|257.49305555555554|0|8.327083333333333|0
0|2021-11-14|0.004583333333333333|0|0.0020833333333333333|0|269.77777777777777|0|8.814583333333333|0
0|2021-11-15|0.0|0|0.0|0|23.333333333333332|0|0.5833333333333334|0
0|2021-11-16|0.0|0|0.0|0|100.0|0|7.916666666666667|0
0|2021-11-17|0.0|0|0.0|0|258.9583333333333|0|12.020833333333334|0
0|2021-11-18|0.0|0|0.0|0|281.6666666666667|0|13.5625|0
0|2021-11-19|0.0|0|0.0|0|147.91666666666666|0|7.791666666666667|0
0|2021-11-20|0.0|0|0.0|0|167.5|0|4.416666666666667|0
0|2021-11-21|0.0|0|0.0|0|237.36111111111111|0|11.430555555555557|0
0|2021-11-22|0.0|0|0.0|0|233.95833333333334|0|6.270833333333333|0
0|2021-11-23|0.0|0|0.0|0|142.5|0|9.458333333333334|0
0|2021-11-24|0.0|0|0.0|0|255.625|0|10.145833333333334|0
0|2021-11-25|0.0|0|0.0|0|283.9583333333333|0|10.0|0
0|2021-11-26|0.0|0|0.0|0|139.16666666666666|0|7.333333333333333|0
0|2021-11-27|0.0|0|0.0|0|157.08333333333334|0|6.416666666666667|0
0|2021-11-28|0.0|0|0.0|0|227.91666666666666|0|7.875|0
0|2021-11-29|0.0|0|0.0|0|150.83333333333334|0|5.416666666666667|0
0|2021-11-30|0.0|0|0.0|0|175.83333333333334|0|4.583333333333333|0
