|dates|PalmBeach_Florida_UnitedStates.BLS_EmployedPopulation.data|PalmBeach_Florida_UnitedStates.BLS_EmployedPopulation.missing|PalmBeach_Florida_UnitedStates.BLS_UnemployedPopulation.data|PalmBeach_Florida_UnitedStates.BLS_UnemployedPopulation.missing|PalmBeach_Florida_UnitedStates.BLS_UnemploymentRate.data|PalmBeach_Florida_UnitedStates.BLS_UnemploymentRate.missing|PalmBeach_Florida_UnitedStates.BLS_LaborForcePopulation.data|PalmBeach_Florida_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|713145.0|0|34199.0|0|4.5760720631998115|0|747344.0|0
0|2021-10-18|713145.0|0|34199.0|0|4.5760720631998115|0|747344.0|0
0|2021-10-19|713145.0|0|34199.0|0|4.5760720631998115|0|747344.0|0
0|2021-10-20|713145.0|0|34199.0|0|4.5760720631998115|0|747344.0|0
0|2021-10-21|713145.0|0|34199.0|0|4.5760720631998115|0|747344.0|0
0|2021-10-22|713145.0|0|34199.0|0|4.5760720631998115|0|747344.0|0
0|2021-10-23|713145.0|0|34199.0|0|4.5760720631998115|0|747344.0|0
0|2021-10-24|713145.0|0|34199.0|0|4.5760720631998115|0|747344.0|0
0|2021-10-25|713145.0|0|34199.0|0|4.5760720631998115|0|747344.0|0
0|2021-10-26|713145.0|0|34199.0|0|4.5760720631998115|0|747344.0|0
0|2021-10-27|713145.0|0|34199.0|0|4.5760720631998115|0|747344.0|0
0|2021-10-28|713145.0|0|34199.0|0|4.5760720631998115|0|747344.0|0
0|2021-10-29|713145.0|0|34199.0|0|4.5760720631998115|0|747344.0|0
0|2021-10-30|713145.0|0|34199.0|0|4.5760720631998115|0|747344.0|0
0|2021-10-31|713145.0|0|34199.0|0|4.5760720631998115|0|747344.0|0
0|2021-11-01|713145.0|0|34199.0|0|4.5760720631998115|0|747344.0|0
0|2021-11-02|713145.0|0|34199.0|0|4.5760720631998115|0|747344.0|0
0|2021-11-03|713145.0|0|34199.0|0|4.5760720631998115|0|747344.0|0
