|dates|Hancock_Georgia_UnitedStates.AveragePrecipitationTotal.data|Hancock_Georgia_UnitedStates.AveragePrecipitationTotal.missing|Hancock_Georgia_UnitedStates.AveragePrecipitation.data|Hancock_Georgia_UnitedStates.AveragePrecipitation.missing|Hancock_Georgia_UnitedStates.AverageWindDirection.data|Hancock_Georgia_UnitedStates.AverageWindDirection.missing|Hancock_Georgia_UnitedStates.AverageWindSpeed.data|Hancock_Georgia_UnitedStates.AverageWindSpeed.missing
0|2021-11-16|0.0|0|0.0|0|0.0|0|0.0|0
0|2021-11-17|0.0|0|0.0|0|0.0|0|0.0|0
0|2021-11-18|0.0|0|0.0|0|83.33333333333333|0|1.6458333333333333|0
0|2021-11-19|0.0|0|0.0|0|173.125|0|5.03125|0
0|2021-11-20|0.0|0|0.0|0|40.989583333333336|0|4.411458333333333|0
0|2021-11-21|0.0|0|0.0|0|7.916666666666667|0|0.7708333333333334|0
0|2021-11-22|0.0|0|0.0|0|215.52083333333334|0|7.020833333333333|0
0|2021-11-23|0.0|0|0.0|0|170.72916666666666|0|3.125|0
0|2021-11-24|0.0|0|0.0|0|13.958333333333334|0|0.875|0
0|2021-11-25|0.0|0|0.0|0|32.083333333333336|0|0.75|0
0|2021-11-26|0.0|0|0.0|0|250.52083333333334|0|8.052083333333334|0
0|2021-11-27|0.0|0|0.0|0|36.875|0|0.6979166666666666|0
0|2021-11-28|0.0|0|0.0|0|136.66666666666666|0|3.2708333333333335|0
0|2021-11-29|0.0|0|0.0|0|218.95833333333334|0|4.979166666666667|0
0|2021-11-30|0.0|0|0.0|0|68.02083333333333|0|1.3020833333333333|0
0|2021-12-01|0.0|0|0.0|0|30.416666666666668|0|0.6666666666666666|0
0|2021-12-02|0.0|0|0.0|0|94.16666666666667|0|2.7395833333333335|0
0|2021-12-03|0.0|0|0.0|0|70.72916666666667|0|0.9375|0
0|2021-12-04|0.0|0|0.0|0|58.75|0|1.3125|0
0|2021-12-05|0.0|0|0.0|0|4.895833333333333|0|0.21875|0
0|2021-12-06|0.0|0|0.0|0|96.875|0|2.2083333333333335|0
0|2021-12-07|0.0|0|0.0|0|140.98958333333334|0|3.0729166666666665|0
0|2021-12-08|0.0|0|0.0|0|131.875|0|2.78125|0
0|2021-12-09|0.0|0|0.0|0|40.0|0|1.6458333333333333|0
0|2021-12-10|0.0|0|0.0|0|24.583333333333332|0|0.8958333333333334|0
0|2021-12-11|0.0|0|0.0|0|95.0|0|3.0|0
0|2021-12-12|0.0|0|0.0|0|140.83333333333334|0|4.697916666666667|0
0|2021-12-13|0.0|0|0.0|0|6.145833333333333|0|1.84375|0
0|2021-12-14|0.0|0|0.0|0|10.0|0|3.0|0
0|2021-12-15|0.0|0|0.0|0|10.0|0|3.0|0
0|2021-12-16|0.0|0|0.0|0|10.0|0|3.0|0
0|2021-12-17|0.0|0|0.0|0|10.0|0|3.0|0
0|2021-12-18|0.0|0|0.0|0|10.0|0|3.0|0
0|2021-12-19|0.0|0|0.0|0|10.0|0|3.0|0
0|2021-12-20|0.0|0|0.0|0|10.0|0|3.0|0
0|2021-12-21|0.0|0|0.0|0|80.9375|0|3.4270833333333335|0
0|2021-12-22|0.0|0|0.0|0|281.9791666666667|0|7.96875|0
0|2021-12-23|0.0|0|0.0|0|30.0|0|0.75|0
0|2021-12-24|0.0|0|0.0|0|36.5625|0|0.8541666666666666|0
0|2021-12-25|0.0|0|0.0|0|104.89583333333333|0|2.9166666666666665|0
0|2021-12-26|0.0|0|0.0|0|70.10416666666667|0|1.2708333333333333|0
0|2021-12-27|0.0|0|0.0|0|47.916666666666664|0|0.9375|0
0|2021-12-28|0.0|0|0.0|0|104.58333333333333|0|2.6666666666666665|0
0|2021-12-29|0.0|0|0.0|0|110.625|0|2.78125|0
0|2021-12-30|0.0|0|0.0|0|88.75|0|1.84375|0
0|2021-12-31|0.0|0|0.0|0|32.083333333333336|0|0.5416666666666666|0
0|2022-01-01|0.0|0|0.0|0|151.14583333333334|0|5.15625|0
0|2022-01-02|0.0|0|0.0|0|120.20833333333333|0|3.3802083333333335|0
0|2022-01-03|0.0|0|0.0|0|262.2916666666667|0|12.65625|0
0|2022-01-04|0.0|0|0.0|0|103.59375|0|4.4375|0
0|2022-01-05|0.0|0|0.0|0|82.8125|0|2.9479166666666665|0
0|2022-01-06|0.0|0|0.0|0|122.70833333333333|0|4.364583333333333|0
0|2022-01-07|0.0|57|0.0|57|271.875|0|8.291666666666666|0
0|2022-01-08|0.0|100|0.0|100|260.0|0|8.0|0
0|2022-01-09|0.0|100|0.0|100|260.0|0|8.0|0
0|2022-01-10|0.0|100|0.0|100|260.0|0|8.0|0
0|2022-01-11|0.0|100|0.0|100|260.0|0|8.0|0
0|2022-01-12|0.0|100|0.0|100|260.0|0|8.0|0
0|2022-01-13|0.0|100|0.0|100|260.0|0|8.0|0
0|2022-01-14|0.0|100|0.0|100|260.0|0|8.0|0
0|2022-01-15|0.0|100|0.0|100|260.0|0|8.0|0
0|2022-01-16|0.0|100|0.0|100|260.0|0|8.0|0
0|2022-01-17|0.0|100|0.0|100|260.0|0|8.0|0
